episode,steps,total_reward,success
1115,200,-200.0,False
1116,200,-200.0,False
1117,200,-200.0,False
1118,200,-200.0,False
1119,4,997.0,True
1120,2,999.0,True
1121,200,-200.0,False
1122,200,-200.0,False
1123,200,-200.0,False
1124,18,983.0,True
1125,10,991.0,True
1126,200,-200.0,False
1127,200,-200.0,False
1128,200,-200.0,False
1129,200,-200.0,False
1130,200,-200.0,False
1131,34,967.0,True
1132,200,-200.0,False
1133,200,-200.0,False
1134,12,989.0,True
1135,200,-200.0,False
1136,200,-200.0,False
1137,200,-200.0,False
1138,200,-200.0,False
1139,200,-200.0,False
1140,200,-200.0,False
1141,2,999.0,True
1142,200,-200.0,False
1143,200,-200.0,False
1144,200,-200.0,False
1145,4,997.0,True
1146,200,-200.0,False
1147,200,-200.0,False
1148,4,997.0,True
1149,200,-200.0,False
1150,200,-200.0,False
1151,200,-200.0,False
1152,200,-200.0,False
1153,200,-200.0,False
1154,200,-200.0,False
1155,4,997.0,True
1156,200,-200.0,False
1157,200,-200.0,False
1158,200,-200.0,False
1159,200,-200.0,False
1160,200,-200.0,False
1161,200,-200.0,False
1162,200,-200.0,False
1163,200,-200.0,False
1164,4,997.0,True
1165,200,-200.0,False
1166,200,-200.0,False
1167,4,997.0,True
1168,200,-200.0,False
1169,200,-200.0,False
1170,200,-200.0,False
1171,200,-200.0,False
1172,200,-200.0,False
1173,200,-200.0,False
1174,200,-200.0,False
1175,200,-200.0,False
1176,200,-200.0,False
1177,200,-200.0,False
1178,200,-200.0,False
1179,200,-200.0,False
1180,6,995.0,True
1181,200,-200.0,False
1182,200,-200.0,False
1183,200,-200.0,False
1184,4,997.0,True
1185,200,-200.0,False
1186,180,821.0,True
1187,200,-200.0,False
1188,200,-200.0,False
1189,200,-200.0,False
1190,200,-200.0,False
1191,4,997.0,True
1192,200,-200.0,False
1193,6,995.0,True
1194,200,-200.0,False
1195,8,993.0,True
1196,200,-200.0,False
1197,200,-200.0,False
1198,200,-200.0,False
1199,200,-200.0,False
1200,200,-200.0,False
1201,200,-200.0,False
1202,200,-200.0,False
1203,200,-200.0,False
1204,200,-200.0,False
1205,200,-200.0,False
1206,200,-200.0,False
1207,200,-200.0,False
1208,200,-200.0,False
1209,200,-200.0,False
1210,4,997.0,True
1211,200,-200.0,False
1212,200,-200.0,False
1213,200,-200.0,False
1214,200,-200.0,False
1215,200,-200.0,False
1216,200,-200.0,False
1217,200,-200.0,False
1218,6,995.0,True
1219,200,-200.0,False
1220,200,-200.0,False
1221,200,-200.0,False
1222,200,-200.0,False
1223,2,999.0,True
1224,200,-200.0,False
1225,200,-200.0,False
1226,200,-200.0,False
1227,200,-200.0,False
1228,200,-200.0,False
1229,200,-200.0,False
1230,200,-200.0,False
1231,200,-200.0,False
1232,200,-200.0,False
1233,200,-200.0,False
1234,200,-200.0,False
1235,200,-200.0,False
1236,200,-200.0,False
1237,4,997.0,True
1238,200,-200.0,False
1239,8,993.0,True
1240,200,-200.0,False
1241,200,-200.0,False
1242,12,989.0,True
1243,200,-200.0,False
1244,200,-200.0,False
1245,200,-200.0,False
1246,200,-200.0,False
1247,200,-200.0,False
1248,200,-200.0,False
1249,200,-200.0,False
1250,200,-200.0,False
1251,200,-200.0,False
1252,10,991.0,True
1253,200,-200.0,False
1254,6,995.0,True
1255,6,995.0,True
